fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
6.5,2010-07-25 13:11:44 UTC,-73.980899,40.769687,-73.977356,40.758637,1
25.05,2009-02-08 15:48:00 UTC,-73.866253,40.771057,-73.952725,40.775727,5
9.7,2012-04-26 18:15:25 UTC,-73.964869,40.772775,-73.967349,40.756718,1
9.5,2012-10-04 13:11:30 UTC,-73.96245,40.778517,-73.973499,40.763485,4
12.9,2012-04-06 23:03:00 UTC,-74.00056500000001,40.742927,-73.975877,40.796217,1
5.7,2009-07-31 22:03:00 UTC,-73.995672,40.742205,-73.99325,40.751838,1
5.3,2010-07-21 15:37:00 UTC,-74.007513,40.74326,-73.994233,40.750968,5
9.7,2010-09-26 21:58:00 UTC,-73.978015,40.745925,-73.958653,40.760017,1
52.0,2014-05-27 06:16:11 UTC,-73.782578,40.648773,-73.782587,40.648766,1
6.0,2013-04-01 07:53:00 UTC,-73.99113299999999,40.749898,-73.980223,40.760603,1
7.0,2012-10-17 23:59:24 UTC,-73.980097,40.760882,-73.98871700000001,40.748515000000005,1
7.0,2014-05-27 11:55:00 UTC,-73.985162,40.747855,-73.996635,40.731857,1
12.5,2014-01-15 18:24:05 UTC,-73.996036,40.738599,-73.983671,40.726042,1
12.5,2013-09-21 21:03:17 UTC,-73.955597,40.721104,-73.970699,40.692426,1
12.0,2014-10-31 18:27:15 UTC,-73.99439,40.73146,-73.97819399999999,40.751603,1
9.3,2011-11-12 14:23:18 UTC,-73.977013,40.761508,-73.956558,40.781853000000005,3
37.0,2013-12-09 10:41:00 UTC,-73.790267,40.643642,-73.80431999999999,40.759287,2
5.7,2011-04-14 07:28:00 UTC,-73.985217,40.753967,-73.979168,40.752593,1
35.33,2014-10-22 19:13:00 UTC,-73.872905,40.774077,-73.993837,40.745707,5
5.5,2014-10-03 18:56:08 UTC,-73.987665,40.738073,-73.988773,40.748507,3
7.0,2014-06-10 11:45:00 UTC,-73.98711999999999,40.74445,-73.994805,40.734305,5
8.5,2013-05-08 20:59:00 UTC,-73.975342,40.79613,-73.975342,40.79613,1
12.9,2011-10-19 06:26:43 UTC,-73.96635,40.794634,-73.98763199999999,40.741437,1
12.1,2012-06-30 23:46:11 UTC,-73.985923,40.773022,-73.942001,40.815447,1
4.1,2010-09-03 11:32:00 UTC,-73.97062,40.762105,-73.96436,40.767773,1
9.0,2014-09-08 22:26:52 UTC,-74.002325,40.729322,-73.978771,40.7622,1
23.0,2013-09-18 00:16:00 UTC,-73.986377,40.730497,-74.012342,40.676937,1
10.5,2009-10-17 21:53:00 UTC,-73.95277800000001,40.776587,-73.929227,40.75589,1
11.3,2012-06-02 23:25:35 UTC,-73.99128,40.714768,-73.980338,40.755322,2
18.0,2013-01-31 15:09:25 UTC,-73.990586,40.73494,-73.98661899999999,40.77682,1
5.7,2010-04-03 21:04:00 UTC,-73.99866999999999,40.733245,-73.98602199999999,40.73988,1
2.5,2015-05-09 19:32:09 UTC,-73.984130859375,40.74277114868164,-73.98473358154298,40.74223327636719,1
7.0,2013-05-09 07:51:00 UTC,-73.969175,40.785647,-73.957442,40.782777,1
46.0,2009-03-15 04:24:59 UTC,-73.992598,40.724409,-74.032825,40.728517,1
17.7,2009-09-25 13:11:37 UTC,-74.01601,40.714913,-73.984873,40.748441,2
29.3,2012-01-24 20:18:13 UTC,-73.985619,40.735212,-73.85042800000001,40.698681,1
15.5,2013-08-17 22:36:23 UTC,-73.999208,40.744148,-73.951429,40.786006,1
6.5,2009-05-07 08:23:00 UTC,-73.96409200000001,40.756248,-73.972837,40.752103000000005,2
5.7,2011-06-01 22:35:00 UTC,-73.998818,40.73371,-73.985833,40.749467,1
9.5,2014-05-22 11:39:38 UTC,-73.97635799999999,40.759723,-73.99188000000001,40.75911,1
15.0,2014-01-27 03:16:01 UTC,-73.986988,40.733124,-73.94031899999999,40.694338,1
4.9,2012-03-24 12:48:00 UTC,-73.985612,40.777932,-73.977398,40.786997,1
7.3,2009-03-23 09:57:00 UTC,-73.982147,40.764625,-73.98280799999999,40.753952000000005,2
12.7,2009-03-31 18:31:56 UTC,-73.97844,40.755438,-74.010283,40.71912,1
11.0,2014-05-20 10:52:44 UTC,-73.985555,40.759498,-73.984229,40.749362,2
10.5,2014-09-24 07:54:00 UTC,-73.982845,40.764705,-73.9804,40.751607,1
21.0,2013-04-13 17:59:19 UTC,-73.993427,40.733365,-73.977314,40.673611,1
13.7,2009-10-10 23:47:00 UTC,-73.99655200000001,40.725167,-73.982985,40.692533000000005,3
10.0,2014-09-22 07:12:40 UTC,-73.991694,40.738343,-74.013509,40.715228,1
7.7,2010-06-02 08:54:00 UTC,-74.000738,40.742198,-73.978787,40.744652,1
17.3,2011-02-11 23:35:27 UTC,-73.870645,40.773577,-73.949712,40.71603,1
4.5,2012-01-31 06:53:00 UTC,-73.978693,40.744485,-73.970107,40.754765,1
31.7,2011-09-29 05:16:00 UTC,-73.989653,40.756773,-73.872568,40.774337,5
31.87,2010-07-02 14:14:00 UTC,-73.86261999999999,40.768888,-74.002808,40.735588,1
5.0,2014-12-05 17:15:04 UTC,-73.965452,40.791987,-73.970836,40.783388,1
6.9,2009-12-23 16:50:00 UTC,-73.966145,40.789677000000005,-73.98036,40.774063,6
5.7,2011-10-22 16:25:29 UTC,-73.998325,40.745052,-73.99619399999999,40.75878,1
5.7,2011-08-22 10:21:00 UTC,-74.005587,40.745247,-73.997135,40.736915,1
5.7,2009-01-25 11:21:00 UTC,-73.95957299999999,40.76678,-73.97216,40.765587,1
14.0,2014-03-09 00:22:00 UTC,-74.009302,40.704552,-73.984863,40.739575,1
11.0,2013-06-04 22:35:00 UTC,-73.988763,40.730992,-73.959025,40.763703,1
4.5,2011-01-13 18:47:46 UTC,-73.986475,40.755008,-73.991968,40.750396,2
6.9,2010-06-11 00:06:55 UTC,-73.95104599999999,40.785756,-73.95607,40.7647,1
14.5,2014-02-22 10:14:52 UTC,-73.916246,40.743152,-73.975334,40.752197,1
4.9,2011-10-08 15:13:00 UTC,-74.123028,40.6619,-74.125353,40.664853,3
5.3,2010-11-07 08:36:55 UTC,-73.988422,40.737159000000005,-73.977742,40.751993,1
