fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
8.9,2009-05-07 14:07:09 UTC,-73.99474599999999,40.750017,-73.974824,40.756305,1
8.5,2010-12-30 07:46:00 UTC,-73.95456300000001,40.773865,-73.981533,40.75852,2
37.83,2014-08-10 15:52:00 UTC,-73.885627,40.773142,-73.983547,40.762777,5
5.7,2012-02-09 15:03:00 UTC,-73.96021999999999,40.775925,-73.970027,40.763845,1
7.3,2012-04-23 18:13:00 UTC,-73.955675,40.773613,-73.977765,40.777043,1
6.1,2010-03-30 20:09:00 UTC,-73.973162,40.757605,-73.985575,40.756988,4
7.0,2012-11-22 22:15:05 UTC,-73.972398,40.794152,-73.982197,40.775291,3
6.9,2010-06-09 19:53:00 UTC,-73.99844300000001,40.740417,-74.008163,40.717155,2
7.4,2009-03-03 23:33:42 UTC,-73.98434,40.754788,-73.962529,40.758927,1
8.5,2011-05-28 17:55:00 UTC,-73.98150799999999,40.767697,-73.9886,40.748518,5
7.5,2015-01-02 11:17:02 UTC,-73.99415588378906,40.750885009765625,-73.97962188720702,40.75934600830078,2
9.3,2009-01-25 07:51:16 UTC,-73.950312,40.771527,-73.977176,40.73867,1
3.7,2011-06-14 08:37:00 UTC,-73.953773,40.785105,-73.95909499999999,40.780213,1
5.0,2012-11-09 12:37:00 UTC,-73.947645,40.775317,-73.95194000000001,40.769377,1
7.3,2009-03-27 20:42:00 UTC,-73.976045,40.763772,-73.9912,40.750462,1
13.7,2009-02-15 14:58:18 UTC,-73.844297,40.721379,-73.781083,40.723115,1
4.1,2012-03-01 17:17:14 UTC,-73.980065,40.781073,-73.97118,40.786152,1
5.5,2013-03-24 02:33:00 UTC,-73.994072,40.75131,-73.985325,40.76386,1
9.3,2010-03-10 17:19:00 UTC,-73.97678,40.760927,-73.972025,40.780727,2
11.7,2011-08-31 15:13:03 UTC,-73.984685,40.758953000000005,-74.003372,40.722948,1
5.3,2010-01-24 20:50:00 UTC,0.0,0.0,-73.96967,40.768812,1
52.0,2013-02-14 07:13:07 UTC,-73.994221,40.736349,-73.78996500000001,40.646971,1
7.7,2010-03-24 13:10:00 UTC,-73.96847199999999,40.762532,-73.979277,40.755557,5
14.5,2011-07-29 18:35:50 UTC,-73.97737,40.777283,-73.979811,40.739509000000005,2
25.5,2013-07-17 23:32:37 UTC,-73.949789,40.780709,-73.868444,40.729046,1
7.3,2011-03-14 13:50:00 UTC,-73.988752,40.758222,-73.974808,40.75445,1
4.9,2009-09-16 14:54:14 UTC,-73.967065,40.766438,-73.963821,40.773902,1
4.0,2013-03-09 21:49:00 UTC,-73.986547,40.734307,-73.983147,40.739057,1
15.3,2010-12-10 12:37:39 UTC,-73.953356,40.791214,-73.975022,40.741731,1
5.0,2014-07-10 09:09:00 UTC,-73.952802,40.772197,-73.955463,40.764547,1
