fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
12.1,2009-11-19 21:59:00 UTC,-73.978585,40.748388,-73.976913,40.784958,1
32.5,2013-02-27 22:29:15 UTC,-73.97819799999999,40.752533,-73.909752,40.874372,1
6.0,2014-06-01 08:48:00 UTC,-73.994242,40.751227,-73.999432,40.762037,1
15.3,2010-07-10 23:10:00 UTC,-73.951705,40.77833,-73.95605,40.77756,2
52.0,2013-09-29 13:36:00 UTC,-73.98912,40.736932,-73.78289000000001,40.643947,1
5.3,2011-07-03 01:37:00 UTC,-73.990852,40.751765,-73.97898199999999,40.741775,3
27.0,2012-12-04 23:59:10 UTC,-73.954318,40.774471000000005,-73.84827800000001,40.723035,1
6.5,2012-11-04 01:23:00 UTC,-73.95096,40.711007,-73.951442,40.724942,1
11.5,2015-02-07 10:55:38 UTC,-73.98880004882812,40.74851608276367,-73.98845672607422,40.77642059326172,1
10.5,2013-01-22 18:46:42 UTC,-73.981654,40.760742,-73.982917,40.746329,1
16.1,2009-05-13 01:51:58 UTC,-73.97436,40.742586,-73.936676,40.812422,1
14.1,2011-12-24 11:56:15 UTC,-73.994524,40.726179,-73.982727,40.77725,1
11.0,2013-08-19 21:20:11 UTC,-74.012794,40.706418,-74.005794,40.740149,1
4.2,2009-04-10 03:10:58 UTC,-73.95609300000001,40.767852000000005,-73.962661,40.762504,1
15.5,2015-01-16 16:37:06 UTC,-73.96471405029298,40.76009368896485,-73.99243927001955,40.74936294555664,1
20.5,2013-04-10 23:45:47 UTC,0.0,0.0,0.0,0.0,1
35.5,2013-05-01 18:48:00 UTC,-73.970275,40.784182,-74.009202,40.705952,1
10.9,2009-12-30 12:32:50 UTC,-73.976054,40.75911,-73.98259300000001,40.727996000000005,2
10.0,2014-02-10 14:51:24 UTC,-73.992542,40.757627,-73.99373,40.738704,1
11.0,2015-01-14 12:59:18 UTC,-73.96056365966798,40.75905990600585,-73.9683837890625,40.764892578125,1
7.3,2012-05-04 00:20:35 UTC,-74.006472,40.751145,-73.994161,40.736186,1
7.5,2014-09-24 15:11:14 UTC,-73.982254,40.746366,-73.98489000000001,40.734193,1
9.7,2009-12-19 04:47:00 UTC,-73.92198,40.755268,-73.8824,40.755827,1
8.5,2009-06-04 14:52:29 UTC,-73.98258100000001,40.739293,-73.986609,40.750038,1
32.54,2015-04-16 11:40:39 UTC,-73.96914672851562,40.75840377807617,-73.87101745605469,40.7741584777832,1
12.1,2011-02-20 22:38:49 UTC,-74.005016,40.741282,-73.959059,40.763796,1
8.1,2010-08-17 22:32:00 UTC,-73.97027299999999,40.761762,-73.94447,40.793775,1
8.5,2015-01-10 18:34:41 UTC,-73.98658752441406,40.7592658996582,-73.98141479492188,40.744384765625,1
36.9,2011-12-15 12:56:00 UTC,-73.871032,40.7738,-73.985215,40.76905,4
7.5,2014-04-09 12:25:41 UTC,-74.011601,40.715151,-74.010132,40.710435,1
7.3,2012-04-17 19:57:50 UTC,-74.005564,40.707428,-73.98921999999999,40.725997,1
14.1,2009-11-24 19:08:31 UTC,-74.00779399999999,40.713275,-73.986186,40.737729,1
18.5,2014-01-23 14:54:24 UTC,-74.015947,40.712177,-73.970373,40.751586,2
9.7,2009-02-18 19:00:00 UTC,-73.985575,40.73089,-73.954412,40.766362,2
5.7,2011-12-28 20:07:00 UTC,-74.008213,40.745185,-74.00331800000001,40.734233,3
16.9,2010-08-05 21:02:51 UTC,-73.955789,40.775905,-74.007278,40.740094,1
3.0,2013-02-20 21:16:00 UTC,-74.005155,40.723007,-74.004502,40.72437,2
9.0,2013-08-13 08:21:59 UTC,-74.001085,40.749399,-73.975877,40.76286,1
16.0,2014-05-26 04:45:13 UTC,-73.98329,40.761538,-73.934462,40.79749,2
8.5,2013-02-06 18:00:42 UTC,-73.96461,40.773215,-73.96216700000001,40.796416,1
9.5,2013-04-14 17:02:17 UTC,-73.963546,40.757595,-73.980875,40.769629,1
10.5,2009-10-17 05:56:00 UTC,-73.964725,40.760228000000005,-74.00795500000001,40.741175,1
4.1,2009-02-02 13:28:00 UTC,-73.963927,40.763795,-73.973727,40.760665,1
3.7,2009-10-03 15:53:42 UTC,-73.956638,40.774811,-73.957227,40.770387,1
5.3,2010-06-02 18:50:00 UTC,-73.96258,40.758273,-73.953353,40.774353000000005,1
7.7,2010-11-05 19:13:00 UTC,-74.001233,40.741598,-73.990502,40.75596,1
15.83,2015-03-14 22:12:14 UTC,-73.95687103271484,40.74600982666016,-73.98298645019531,40.74945068359375,1
54.0,2012-11-27 14:15:00 UTC,-73.778165,40.646755,-73.88965999999999,40.75299,1
9.5,2014-07-29 05:43:35 UTC,-73.960829,40.775708,-73.98487800000001,40.748090000000005,1
21.3,2009-11-24 11:28:17 UTC,-73.955096,40.782954,-74.00383199999999,40.719093,2
16.0,2014-12-05 21:10:04 UTC,-73.96648,40.764705,-73.984427,40.724801,1
12.5,2010-09-28 11:48:43 UTC,-73.992526,40.749356,-73.990708,40.730392,1
10.9,2010-12-23 17:59:22 UTC,-73.985814,40.760453000000005,-74.00838,40.747456,4
14.1,2010-09-18 16:33:00 UTC,-73.982493,40.773062,-73.96434,40.765585,2
62.5,2014-04-26 16:05:00 UTC,-73.781847,40.644777000000005,-74.005027,40.650132,1
24.0,2015-02-14 21:00:21 UTC,-74.0016860961914,40.74098205566406,-73.96043395996094,40.714149475097656,1
6.5,2010-07-22 18:40:00 UTC,-73.977008,40.743395,-73.99238000000001,40.724577,1
6.0,2013-05-14 08:45:58 UTC,-73.98339399999999,40.776551,-73.97160699999999,40.787226,1
8.5,2010-06-12 11:28:53 UTC,-73.969234,40.798348,-73.93934899999999,40.805124,1
4.5,2013-08-25 02:37:00 UTC,-73.972537,40.786092,-73.980942,40.779167,1
5.3,2009-04-24 08:50:00 UTC,-73.992548,40.755622,-73.981045,40.76258,1
4.9,2010-06-17 14:32:00 UTC,-73.95551800000001,40.781982,-73.960768,40.77139,3
8.0,2014-07-10 00:03:00 UTC,-73.98496999999999,40.760282,-74.001917,40.745857,1
10.0,2014-04-18 14:20:00 UTC,-73.972335,40.781117,-73.945447,40.774287,5
3.7,2009-11-16 19:39:00 UTC,-73.96526999999999,40.758295,-73.964843,40.763563,1
7.3,2009-02-16 01:59:00 UTC,-73.989345,40.730418,-73.972497,40.747433,3
4.1,2012-08-28 11:36:00 UTC,-73.97805799999999,40.737937,-73.972955,40.744557,1
9.5,2014-10-21 11:55:51 UTC,-73.981624,40.76698,-73.98194699999999,40.752221,1
27.7,2010-12-16 15:32:00 UTC,-73.779813,40.647068,-73.827863,40.77309,1
12.5,2013-12-22 01:58:26 UTC,-73.993219,40.752021,-73.98741600000001,40.721965,1
5.7,2012-01-08 15:33:51 UTC,-73.987,40.7253,-73.9881,40.7249,1
7.5,2012-10-24 10:23:08 UTC,-73.991875,40.744222,-74.005635,40.726838,1
7.3,2009-03-11 08:08:00 UTC,-73.971532,40.752665,-73.98658499999999,40.735665,1
49.33,2013-08-16 16:05:00 UTC,-73.952745,40.786717,-73.861517,40.768172,1
8.0,2014-07-07 09:05:11 UTC,-73.96669,40.763136,-73.982457,40.766769,1
8.0,2014-09-20 18:58:00 UTC,-73.98721,40.73612,-74.00169,40.74036,5
5.0,2009-02-01 01:50:07 UTC,-73.986283,40.728029,-73.978486,40.728792,1
8.5,2011-09-08 22:15:00 UTC,-73.98015799999999,40.749187,-74.002133,40.732777,5
10.0,2013-12-16 06:51:14 UTC,-73.951427,40.76995,-73.974871,40.755774,1
10.5,2013-07-27 21:16:00 UTC,-73.99098199999999,40.756307,-73.981135,40.746927,2
11.0,2014-12-09 23:38:00 UTC,-73.97887,40.759257,-73.94635500000001,40.78066,1
8.5,2013-04-10 14:04:07 UTC,-73.983101,40.744911,-73.981348,40.757454,1
7.3,2010-04-15 10:16:33 UTC,-73.972513,40.746787,-73.95545899999999,40.764517,1
4.1,2009-06-09 11:00:00 UTC,-73.99036,40.756013,-73.986805,40.761252,1
19.0,2014-03-09 10:53:00 UTC,-73.993432,40.757162,-74.01499,40.7097,1
6.1,2012-02-01 08:06:23 UTC,-73.95829300000001,40.778577,-73.949888,40.768508,3
