fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
5.5,2014-12-08 23:26:00 UTC,-74.000458,40.72399,-73.989682,40.725797,1
45.0,2012-09-02 21:54:00 UTC,0.0,0.0,0.0,0.0,5
5.3,2010-06-24 18:11:00 UTC,-73.955315,40.779068,-73.970558,40.76465,5
32.3,2012-11-14 20:58:04 UTC,-73.87092,40.773705,-73.96434599999999,40.7971,3
4.1,2011-09-19 08:02:00 UTC,-73.992195,40.748958,-73.987078,40.743065,1
12.0,2013-12-04 15:45:00 UTC,-73.981912,40.748837,-73.982935,40.76028,6
14.5,2014-02-12 13:05:00 UTC,-74.00839,40.745527,-73.990328,40.747882,1
12.1,2012-03-10 01:11:36 UTC,-73.986081,40.722661,-73.95891,40.716867,1
4.5,2009-08-22 22:20:00 UTC,-73.86903199999999,40.773432,-73.870828,40.770777,1
7.7,2010-03-21 21:49:59 UTC,-73.953788,40.771198,-73.976303,40.758948,3
40.3,2012-09-30 16:50:31 UTC,-73.974834,40.757266,-73.865381,40.770814,4
4.5,2012-03-19 10:33:00 UTC,-73.974418,40.755002000000005,-73.974053,40.759622,1
12.5,2014-10-29 08:55:30 UTC,-73.97148299999999,40.746332,-73.977397,40.755779,1
9.7,2009-10-22 20:47:41 UTC,-73.982465,40.762352,-73.949725,40.772215,1
7.3,2011-12-06 08:43:18 UTC,-73.957861,40.76542,-73.980774,40.769957,1
13.5,2013-04-21 02:05:00 UTC,-73.97739200000001,40.687532,-73.961837,40.713172,1
8.5,2015-02-16 11:35:12 UTC,-73.95636749267578,40.77892684936523,-73.9769515991211,40.78984451293945,1
15.0,2013-07-15 22:05:29 UTC,-73.991004,40.755773,-73.992888,40.718144,1
6.5,2010-05-10 05:58:14 UTC,-73.97475899999999,40.732858,-73.972045,40.754391,1
11.3,2010-05-26 18:19:00 UTC,-74.002012,40.729597,-73.999133,40.761228,5
85.4,2012-05-17 09:26:00 UTC,-73.989705,40.758455,-74.182645,40.687798,1
8.1,2012-03-10 01:07:17 UTC,-73.99544499999999,40.720818,-73.983172,40.722547,1
5.7,2009-10-25 00:11:02 UTC,-73.99195,40.738241,-73.990564,40.725026,2
11.5,2013-07-24 21:15:00 UTC,-73.962657,40.794542,-73.963707,40.765777,1
9.3,2011-07-03 21:51:00 UTC,-74.003775,40.753127,-73.990875,40.726682,2
27.5,2012-12-01 13:20:00 UTC,-73.964095,40.80808,-73.98209200000001,40.731132,1
7.0,2015-05-03 23:32:00 UTC,-73.98403930664062,40.73765563964844,-74.00101470947266,40.74650955200195,2
7.3,2011-01-08 16:05:00 UTC,-73.966852,40.79433,-73.988972,40.767593,1
13.7,2012-03-09 23:04:34 UTC,-73.983897,40.729532,-73.979685,40.776417,4
49.8,2011-09-07 10:33:11 UTC,-73.997683,40.755621000000005,-73.997662,40.755608,1
5.0,2014-03-16 15:58:01 UTC,-73.98005699999999,40.780965,-73.97063299999999,40.789231,1
