fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
9.0,2012-10-02 00:03:00 UTC,-73.99310200000001,40.752242,-73.971763,40.782047,1
3.7,2011-12-28 22:24:07 UTC,-73.9929,40.7427,-73.9917,40.7491,1
6.0,2013-03-13 21:49:28 UTC,-73.950091,40.797242,-73.965627,40.80552,1
4.0,2015-06-25 21:48:56 UTC,-73.98336791992188,40.74976348876953,-73.98768615722656,40.74420166015625,1
8.5,2011-05-04 07:58:14 UTC,-73.962532,40.77622,-73.981703,40.752714000000005,1
8.5,2012-09-20 10:46:00 UTC,-73.974312,40.747277,-73.986775,40.742757,6
14.0,2014-04-10 14:19:00 UTC,-73.974513,40.788471,-73.93221199999999,40.795623,1
19.5,2013-02-13 02:13:00 UTC,-73.99345500000001,40.746532,-73.96897,40.67467,1
21.5,2014-07-21 16:44:00 UTC,-73.96479699999999,40.755942,-74.007707,40.703227000000005,2
3.7,2012-03-24 03:06:00 UTC,-73.971168,40.751237,-73.977317,40.743012,1
3.7,2011-03-02 19:30:00 UTC,-74.00229200000001,40.734337,-74.00541700000001,40.727177000000005,3
10.5,2015-01-10 18:17:54 UTC,-73.9620590209961,40.76388168334961,-73.98173522949219,40.774578094482415,1
11.3,2009-09-19 15:58:40 UTC,-73.993296,40.728079,-73.965639,40.771697,1
6.9,2012-05-09 21:56:51 UTC,-73.996262,40.738087,-73.975095,40.754064,1
12.5,2010-08-12 05:03:39 UTC,-73.968537,40.75835,-73.979552,40.764068,1
6.5,2012-04-12 13:22:17 UTC,-73.99164499999999,40.754427,-74.00572700000001,40.75007,1
6.9,2011-05-02 16:04:00 UTC,-73.988725,40.694748,-73.999195,40.713745,2
15.3,2010-09-09 18:44:00 UTC,-73.980037,40.763315000000006,-73.982073,40.772278,5
8.9,2009-12-14 08:24:00 UTC,-73.960488,40.769303,-73.970698,40.788347,1
7.5,2014-02-12 15:49:00 UTC,-73.99210500000001,40.737887,-74.002655,40.728492,1
9.3,2012-08-16 17:49:38 UTC,-73.991718,40.749936,-73.97869399999999,40.761987,1
10.0,2015-03-04 21:30:53 UTC,-74.00594329833984,40.74002075195313,-73.98706817626955,40.74055862426758,2
10.5,2010-06-10 09:51:00 UTC,-73.95810300000001,40.779623,-73.99169,40.759702,1
5.5,2013-02-03 13:35:22 UTC,-73.98728100000001,40.718409,-73.984193,40.721526,1
16.1,2009-05-03 12:05:00 UTC,-73.963165,40.793845000000005,-74.005308,40.746115,1
7.7,2010-01-11 01:24:00 UTC,-73.948258,40.711245,-73.963312,40.71762,1
6.1,2010-01-28 07:51:25 UTC,-73.988109,40.748891,-73.976065,40.755572,1
6.1,2012-05-04 19:11:53 UTC,-73.980519,40.742483,-73.971813,40.755214,1
8.5,2011-10-02 18:55:08 UTC,-73.98926800000001,40.763283,-73.976599,40.745997,1
10.1,2011-06-13 07:44:00 UTC,-73.9596,40.771198,-73.992733,40.748357,1
18.5,2012-07-16 08:45:15 UTC,-73.95778299999999,40.764965,-74.009149,40.703078000000005,1
8.0,2015-01-07 15:02:58 UTC,-73.97213745117188,40.76162338256836,-73.97091674804686,40.748443603515625,1
7.0,2015-02-23 21:33:36 UTC,-73.99825286865234,40.74060440063477,-73.99214172363281,40.74889373779297,1
