fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
11.0,2009-03-25 23:18:35 UTC,-73.979117,40.763077,-73.981504,40.729128,1
16.5,2015-01-05 15:37:46 UTC,-73.9908676147461,40.75064849853516,-73.96085357666014,40.77996826171875,2
49.15,2009-04-29 13:17:00 UTC,-73.789705,40.647123,-74.008948,40.715863,5
23.4,2009-02-12 23:34:57 UTC,-74.003568,40.743327,-73.963916,40.638123,1
26.0,2015-04-18 16:45:50 UTC,-73.9880142211914,40.73197937011719,-73.97599792480467,40.79472351074219,1
21.0,2013-04-22 18:33:00 UTC,-73.984402,40.770027,-73.983168,40.769315,6
16.5,2009-01-25 13:50:17 UTC,-73.951502,40.769895,-73.957116,40.817646,2
4.0,2013-11-08 14:40:00 UTC,-73.965965,40.789927,-73.971497,40.787132,1
7.3,2011-12-13 09:16:48 UTC,-73.9835,40.7389,-73.9987,40.7298,1
6.1,2011-02-07 16:22:00 UTC,-73.998898,40.720028000000006,-73.997313,40.733413,1
19.1,2009-03-11 17:31:10 UTC,-73.982326,40.742922,-73.976274,40.676354,1
4.9,2010-02-07 16:31:43 UTC,-73.963901,40.768174,-73.974214,40.756372,1
5.7,2009-03-14 15:14:00 UTC,-74.00200500000001,40.72988,-74.002623,40.743692,1
9.0,2015-01-13 14:20:50 UTC,-73.9806900024414,40.73821258544922,-73.9823226928711,40.75010299682617,1
4.5,2011-04-13 19:22:00 UTC,-74.007162,40.732973,-74.00573,40.7264,1
11.5,2013-08-09 16:51:00 UTC,-73.976152,40.749092,-73.95221,40.76954,1
16.0,2013-01-25 03:17:00 UTC,0.0,0.0,0.0,0.0,2
11.5,2013-03-14 07:17:13 UTC,-73.95436600000001,40.80591,-73.98413199999999,40.78034,1
12.5,2009-10-03 15:17:09 UTC,-73.994874,40.75507,-74.001541,40.7197,1
13.7,2011-03-03 18:27:00 UTC,-73.993083,40.766992,-73.99754300000001,40.751685,1
10.0,2013-04-07 18:35:12 UTC,-73.955885,40.772078,-73.970055,40.792253,1
14.0,2014-08-27 18:35:00 UTC,-73.971928,40.755892,-73.984055,40.756177,1
4.1,2010-01-26 21:03:49 UTC,-73.982217,40.74317,-73.986019,40.735378,2
5.0,2013-03-22 14:19:53 UTC,-73.970866,40.760101,-73.981013,40.767846,1
2.5,2010-12-12 12:04:00 UTC,-73.96269000000001,40.757337,-73.96365300000001,40.757492,1
12.9,2009-06-16 12:57:04 UTC,-74.00445400000001,40.707639,-73.987026,40.736497,1
4.5,2009-10-11 21:01:36 UTC,-73.996622,40.72334,-73.98492900000001,40.741121,1
14.1,2012-02-23 21:40:04 UTC,-73.989198,40.736271,-73.988848,40.756817,1
10.0,2014-02-15 08:09:00 UTC,-73.9763,40.763147,-73.98155799999999,40.781115,6
7.7,2009-10-26 10:28:00 UTC,-74.0039,40.72583,-73.98318499999999,40.751138,1
8.9,2011-01-20 22:06:54 UTC,-73.953333,40.778689,-73.971486,40.800283,2
8.5,2009-04-03 00:13:00 UTC,-73.92232299999999,40.754948,-73.886627,40.749533,1
5.5,2012-11-24 14:42:00 UTC,-73.924518,40.74403,-73.92223,40.754972,1
22.5,2014-05-31 02:59:00 UTC,-74.013485,40.716535,-73.965313,40.791997,5
13.3,2011-01-24 08:18:39 UTC,-73.955903,40.784675,-73.97269,40.753425,1
6.9,2012-05-07 12:20:00 UTC,-73.962845,40.758425,-73.976747,40.788085,1
8.1,2012-06-07 21:43:00 UTC,-74.060927,40.743425,-74.081787,40.727558,1
6.5,2015-01-24 03:00:15 UTC,-73.98771667480467,40.728736877441406,-73.9800033569336,40.74335861206055,1
7.3,2009-11-25 17:51:12 UTC,-73.99313000000001,40.762932,-73.982875,40.775772,5
5.0,2014-05-19 10:00:00 UTC,-73.922663,40.760697,-73.919013,40.764412,1
5.3,2011-07-07 17:05:00 UTC,-73.989875,40.71991,-73.989882,40.734083,1
7.3,2009-04-10 11:15:19 UTC,-74.016811,40.706222,-74.00854,40.731138,1
11.3,2012-03-03 12:04:38 UTC,-73.99074499999999,40.717185,-73.987526,40.756412,1
5.7,2012-07-29 10:29:00 UTC,-73.983538,40.767917,-73.9971,40.762597,2
24.5,2011-01-02 04:12:48 UTC,-73.78191,40.644847,-73.861452,40.768233,2
35.0,2013-03-20 03:00:49 UTC,-73.982366,40.745695,-73.825969,40.839386,1
4.5,2010-02-06 15:35:42 UTC,-73.98126500000001,40.752921,-73.991385,40.748818,1
3.7,2012-07-06 14:37:33 UTC,-73.98817199999999,40.764653,-73.957723,40.782465,1
8.5,2011-04-06 23:48:44 UTC,-73.980462,40.676483000000005,-73.994493,40.69801,2
9.7,2012-06-02 18:57:05 UTC,-74.005444,40.736939,-73.98370600000001,40.773736,2
17.5,2014-08-31 22:04:24 UTC,-73.95471500000001,40.765401,-74.005657,40.710368,1
7.7,2012-08-29 14:22:00 UTC,-73.961807,40.755653,-73.976015,40.754808,1
8.5,2009-12-15 23:56:00 UTC,-73.973128,40.761685,-73.98595999999999,40.733335,1
39.5,2013-10-30 03:56:31 UTC,-73.999288,40.727843,-73.919791,40.864622,2
9.3,2012-07-26 17:15:00 UTC,-74.013297,40.704327,-74.00970699999999,40.73755,1
19.7,2012-03-27 19:47:56 UTC,-74.016061,40.714701,-73.95047199999999,40.77534,1
4.9,2010-04-10 11:21:00 UTC,-73.95611,40.801178,-73.953017,40.803337,2
5.7,2010-07-11 17:57:02 UTC,0.0,0.0,0.0,0.0,2
6.1,2009-01-11 17:36:00 UTC,-73.981128,40.758968,-73.993315,40.758837,1
17.5,2013-12-07 17:49:00 UTC,-73.960553,40.762202,-73.98621,40.749915,2
4.9,2009-04-30 10:27:00 UTC,-73.968633,40.767132,-73.974083,40.759237,1
5.0,2014-08-12 21:37:13 UTC,-73.940368,40.800125,-73.935855,40.795478,1
23.3,2012-05-02 21:04:00 UTC,-73.96763299999999,40.758562,-73.977925,40.680167,1
10.5,2009-05-17 00:12:42 UTC,-74.006175,40.739366,-73.984487,40.769293,1
4.5,2011-06-25 19:13:00 UTC,-73.97738299999999,40.755117,-73.967548,40.760487,2
10.5,2012-09-16 21:37:10 UTC,-73.980623,40.730163,-73.982653,40.756883,1
12.5,2014-01-01 16:35:03 UTC,-73.977788,40.757772,-73.98944300000001,40.741751,4
10.0,2014-12-05 12:41:37 UTC,-73.971413,40.79795,-73.954852,40.78085,1
5.7,2012-07-03 23:05:48 UTC,-73.99333399999999,40.742272,-73.989271,40.758232,1
11.0,2014-05-21 08:39:00 UTC,-73.96547,40.769252,-73.98114,40.754475,1
9.0,2014-04-09 21:14:00 UTC,-73.95062,40.779477,-73.980805,40.778287,1
10.5,2010-06-29 15:04:00 UTC,-73.983763,40.761617,-74.004902,40.723325,1
4.5,2011-08-12 00:51:00 UTC,-73.993363,40.721892,-73.998263,40.728917,1
9.7,2012-07-12 18:47:00 UTC,-73.99770799999999,40.721593,-73.983025,40.750375,2
57.33,2014-11-07 16:22:39 UTC,-73.969577,40.750549,-73.78299,40.648856,1
10.5,2011-06-12 03:50:00 UTC,-73.95598199999999,40.780545,-73.95598199999999,40.780545,5
10.1,2011-08-19 18:20:00 UTC,-73.97339699999999,40.756232,-74.002748,40.760568,5
6.1,2012-07-13 18:47:00 UTC,-73.957835,40.776368,-73.976618,40.788435,1
11.5,2014-01-23 12:11:00 UTC,-73.976415,40.744347,-73.97065699999999,40.756622,1
8.5,2013-11-17 19:36:11 UTC,-73.99264699999999,40.758604,-73.977278,40.761498,1
6.0,2014-12-08 06:23:21 UTC,-73.979635,40.739747,-73.98025,40.753529,1
19.7,2010-11-04 14:23:28 UTC,-73.961294,40.774937,-73.998949,40.744736,1
15.3,2010-08-12 13:05:54 UTC,-73.97083,40.758173,-74.000425,40.721083,3
7.5,2015-03-24 19:28:02 UTC,-73.99349212646483,40.73636245727539,-73.98271179199219,40.72301483154297,1
7.3,2010-11-16 08:11:00 UTC,-73.97511800000001,40.7573,-73.988632,40.737188,2
5.0,2013-08-11 21:32:00 UTC,-73.993625,40.741407,-73.985547,40.750022,1
16.9,2011-03-12 22:47:00 UTC,-73.980165,40.676948,-73.93751800000001,40.714545,1
4.5,2011-02-12 08:17:35 UTC,-73.975989,40.791515,-73.979945,40.78132,1
5.7,2011-10-06 12:04:00 UTC,-73.989165,40.777008,-73.976738,40.782515,5
6.9,2009-04-24 19:43:23 UTC,-73.997031,40.731518,-74.00270400000001,40.739642,1
14.0,2014-08-07 13:39:00 UTC,-73.979525,40.751985,-73.981837,40.770857,1
29.0,2014-10-21 13:38:00 UTC,-73.97629,40.753820000000005,-74.011257,40.702305,1
16.0,2014-08-04 15:26:06 UTC,-73.977773,40.788975,-73.960971,40.759553,1
8.5,2011-10-30 20:11:12 UTC,-73.970678,40.788484,-73.963328,40.766672,1
5.3,2011-07-04 09:53:12 UTC,-73.994598,40.740552,-73.98063499999999,40.748684,1
10.0,2012-11-13 13:50:00 UTC,-74.00466800000001,40.713558,-73.99404799999999,40.740832,1
12.9,2012-04-22 04:39:09 UTC,-73.986242,40.720671,-73.988805,40.765776,1
10.0,2015-03-16 23:39:19 UTC,-74.00287628173827,40.74951553344727,-73.97301483154298,40.751480102539055,1
23.7,2012-07-30 22:13:00 UTC,-73.87068000000001,40.773647,-73.982302,40.72781,1
6.1,2010-04-21 10:48:17 UTC,-73.993798,40.73281,-73.999063,40.744394,1
8.0,2012-09-07 17:54:00 UTC,-73.998947,40.761963,-73.99615,40.753212,3
24.1,2009-06-17 23:49:45 UTC,-73.872429,40.774021000000005,-73.981587,40.761357,2
28.5,2015-04-23 16:16:49 UTC,-73.94806671142578,40.7763900756836,-73.95691680908203,40.71456146240234,1
5.3,2011-02-06 12:41:00 UTC,-73.96810500000001,40.762395,-73.97765799999999,40.757647,1
8.0,2014-02-22 14:32:00 UTC,-74.004203,40.731367,-74.007385,40.710737,1
13.3,2010-09-11 21:12:00 UTC,-74.000135,40.727092,-73.988213,40.748795,5
12.5,2011-01-04 10:19:43 UTC,-73.992513,40.713687,-74.005711,40.750226,1
26.5,2011-12-05 11:39:00 UTC,-73.98562199999999,40.76027,-73.972925,40.755052,1
9.5,2012-11-01 16:19:07 UTC,-73.962117,40.779217,-73.975983,40.760405,1
4.0,2014-03-24 08:04:00 UTC,-73.991137,40.7402,-73.99416,40.732837,1
11.5,2013-05-13 17:10:00 UTC,-74.00464699999999,40.741622,-73.978712,40.752942,1
11.0,2013-03-05 22:03:02 UTC,-73.974591,40.755827,-73.97254699999999,40.786017,1
34.1,2011-08-12 13:45:23 UTC,-73.999661,40.734247,-73.86516800000001,40.770637,1
7.5,2013-12-26 11:18:39 UTC,-73.95689,40.780739,-73.95213299999999,40.798173,1
9.0,2014-03-08 06:56:29 UTC,-74.008358,40.714457,-73.98867,40.748349,1
4.1,2011-11-02 17:19:03 UTC,-73.982912,40.72688,-73.976505,40.723088,2
6.5,2009-10-28 17:35:14 UTC,-73.99951899999999,40.720135,-74.006341,40.708206,2
15.7,2009-05-11 07:51:25 UTC,-73.90675,40.745443,-73.983294,40.750448,1
4.9,2009-07-07 19:27:00 UTC,-73.981622,40.746958,-73.99517,40.748895000000005,1
27.3,2010-06-18 01:47:03 UTC,-73.976923,40.785092,-73.846338,40.721943,2
8.1,2011-07-10 01:41:00 UTC,-73.96295,40.717287,-73.989448,40.720282,5
4.9,2010-04-07 19:01:48 UTC,-74.003424,40.74831,-74.005119,40.737518,1
4.5,2013-08-15 10:17:19 UTC,-73.966611,40.75317,-73.960643,40.761345,1
7.5,2014-11-18 11:32:37 UTC,-73.97256800000001,40.753289,-73.981302,40.743946,1
4.5,2012-12-16 14:35:31 UTC,-73.955339,40.768522,-73.952048,40.777089,1
13.0,2012-09-13 21:14:00 UTC,-73.97064499999999,40.761877,-74.003045,40.736312,1
